StudentID,Age,Gender,County,Program,ProgramType,LearningMode,EducationLevel,EmploymentStatus,PaymentPlan,DeviceType,InternetQuality,PreviousCodingExperienceYears,WeeklyStudyHours,AttendanceRatePercent,AssignmentsSubmitted,AssignmentsLate,AverageQuizScore,AverageProjectScore,ForumPosts,MentorSessionsAttended,GitHubCommits,ProjectsCompleted,PreferredProgrammingLanguage,CareerGoal,AdmissionSource,ProjectCategory,MonthlyFeePaidKES,OutstandingBalanceKES,ScholarshipPercent,DaysSinceLastLogin,LoginFrequencyPerWeek,VideoLessonsWatched,LabCompletionRatePercent,PeerCollaborationScore,CommunicationScore,ProblemSolvingScore,ConfidenceLevel1To10,EngagementLevel,AttendanceStatus,DropoutRiskLevel,FinalClusterHint
STU-0466,41,Male,Kiambu,AI & Machine Learning,Diploma,Hybrid,Postgraduate,Student,Installments,Smartphone,Good,2.8,35,82,20,1,98,82,16,2,135,5,Python,Build startup,TikTok,Design Prototype,55422,4578,20,3,6,15,89,3,10,10,5,Very High,Consistent,Low,High Performer
STU-0467,33,Male,Machakos,Mobile App Development,Certificate,Physical,High School,Unemployed,Installments,Laptop,Poor,0,20,67,10,6,66,93,9,12,96,4,Dart,Upskill current job,WhatsApp,Web App,50900,9100,0,2,9,39,86,4,6,8,1,High,Moderate,Low,Practical Builder
STU-0468,39,Male,Kakamega,UI/UX Design,Certificate,Physical,Postgraduate,Employed,Full Payment,Laptop,Good,0,6,26,15,2,53,31,33,1,8,0,Kotlin,Upskill current job,TikTok,IoT Project,73842,46158,0,8,2,118,36,9,1,5,5,Low,Irregular,Medium,Struggling Learner
STU-0469,29,Male,Meru,Cybersecurity,Certificate,Physical,Postgraduate,Self-employed,Full Payment,Desktop,Poor,0,12,64,20,1,66,54,13,1,15,1,Java,Freelance,Event,AI Model,20218,21782,30,10,4,44,57,2,8,5,7,Low,Moderate,Medium,Casual Learner
STU-0470,22,Female,Kisumu,Software Engineering,Diploma,Hybrid,Degree,Self-employed,Installments,Laptop,Average,2.7,19,61,14,4,55,80,33,8,63,3,Java,Freelance,WhatsApp,Mobile App,56729,39271,20,7,8,7,67,2,6,6,9,High,Moderate,Medium,Career Switcher
STU-0471,36,Male,Kakamega,Robotics,Diploma,Hybrid,High School,Self-employed,Installments,Laptop,Excellent,1.7,21,71,11,1,81,86,5,1,62,6,JavaScript,Build startup,School Visit,Web App,59893,30107,0,5,4,96,87,8,9,10,2,High,Moderate,Low,Practical Builder
STU-0472,32,Male,Mombasa,Cybersecurity,Certificate,Physical,Degree,Employed,Full Payment,Laptop,Poor,4.6,18,98,18,2,90,88,33,14,144,3,Kotlin,Get a tech job,School Visit,Mobile App,39096,50904,0,3,13,6,83,3,4,7,1,Very High,Consistent,Low,High Performer
STU-0473,33,Male,Kisumu,Blockchain Development,Bootcamp,Hybrid,Degree,Unemployed,Installments,Laptop,Good,2.3,22,86,20,0,50,63,4,4,65,3,Kotlin,Academic research,Google Search,AI Model,30777,59223,0,10,8,82,66,2,9,6,2,High,Consistent,Low,Career Switcher
STU-0474,35,Male,Kajiado,Software Engineering,Diploma,Online,Diploma,Employed,Installments,Laptop,Poor,0,6,46,5,11,46,24,40,0,5,1,Dart,Get a tech job,Referral,Blockchain App,29332,8168,50,8,2,104,35,4,8,5,7,Low,Irregular,High,Struggling Learner
STU-0475,30,Male,Nairobi,AI & Machine Learning,Diploma,Hybrid,High School,Employed,Installments,Laptop,Good,2.5,24,67,16,0,65,93,27,8,57,2,Dart,Build startup,School Visit,Mobile App,33748,26252,50,2,6,75,75,7,10,6,8,High,Moderate,Medium,Practical Builder
STU-0476,25,Female,Kisii,UI/UX Design,Certificate,Hybrid,High School,Employed,Installments,Laptop,Good,0,20,72,7,3,71,69,14,10,45,4,Dart,Get a tech job,School Visit,AI Model,38843,13657,30,9,7,52,80,2,1,6,6,Medium,Moderate,Medium,Career Switcher
STU-0477,35,Male,Nakuru,Blockchain Development,Bootcamp,Online,Diploma,Student,Sponsored,Laptop,Average,2.0,13,71,14,6,64,72,23,9,54,3,Dart,Freelance,School Visit,IoT Project,36022,53978,0,17,1,54,81,10,4,6,6,Medium,Moderate,Low,Casual Learner
STU-0478,22,Male,Kiambu,Cybersecurity,Certificate,Online,Diploma,Self-employed,Sponsored,Desktop,Average,0.2,1,51,3,14,21,55,11,11,30,0,Java,Build startup,School Visit,Mobile App,55611,28389,30,19,0,32,52,9,4,3,6,Medium,Irregular,High,Struggling Learner
STU-0479,41,Male,Nakuru,UI/UX Design,Certificate,Hybrid,Degree,Unemployed,Partial Scholarship,Laptop,Poor,0.9,14,77,10,8,73,94,24,9,75,6,Python,Build startup,Event,Mobile App,67831,13169,10,2,9,53,86,7,2,8,1,Very High,Moderate,Medium,Practical Builder
STU-0480,27,Female,Kiambu,UI/UX Design,Certificate,Online,Diploma,Self-employed,Installments,Laptop,Good,0,12,62,18,2,42,72,25,14,6,2,C++,Build startup,Event,IoT Project,19241,70759,0,18,2,118,69,2,1,4,7,Low,Moderate,Low,Casual Learner
STU-0481,17,Male,Kiambu,Full Stack JavaScript,Bootcamp,Physical,High School,Self-employed,Full Payment,Laptop,Poor,1.5,3,65,12,4,53,32,17,0,28,2,Kotlin,Build startup,WhatsApp,Data Dashboard,34072,10928,0,20,1,119,54,8,8,5,7,Low,Moderate,High,Struggling Learner
STU-0482,38,Male,Nyeri,Cloud Computing,Certificate,Online,High School,Student,Sponsored,Laptop,Good,1.0,7,28,10,3,30,56,12,7,4,1,Kotlin,Get a tech job,Google Search,IoT Project,41780,3220,0,7,3,34,34,3,6,5,3,Medium,Irregular,Medium,Struggling Learner
STU-0483,31,Male,Kisumu,Data Science,Certificate,Hybrid,Diploma,Student,Full Payment,Laptop,Average,1.8,18,80,11,3,58,79,28,1,78,5,Dart,Freelance,Referral,Mobile App,20308,692,30,10,4,119,86,5,5,7,10,High,Consistent,Low,Career Switcher
STU-0484,26,Male,Kiambu,Cloud Computing,Certificate,Physical,Degree,Student,Full Payment,Laptop,Average,2.9,31,99,13,1,78,82,0,13,163,8,Kotlin,Build startup,School Visit,IoT Project,44632,75368,0,3,13,25,100,2,8,8,2,High,Consistent,Low,High Performer
STU-0485,40,Female,Kisii,Full Stack JavaScript,Bootcamp,Hybrid,Postgraduate,Employed,Sponsored,Smartphone,Average,2.0,32,87,18,1,92,99,1,7,126,6,Kotlin,Upskill current job,TikTok,Data Dashboard,50293,17207,10,0,10,105,100,9,7,10,2,High,Consistent,Low,High Performer
STU-0486,41,Male,Nairobi,UI/UX Design,Certificate,Physical,High School,Unemployed,Installments,Laptop,Good,0.6,21,75,9,10,76,75,16,6,41,5,Kotlin,Upskill current job,Event,IoT Project,38545,51455,0,5,3,77,69,2,9,7,2,High,Moderate,Medium,Practical Builder
STU-0487,34,Female,Kisumu,Software Engineering,Diploma,Physical,Degree,Student,Partial Scholarship,Laptop,Excellent,3.0,19,74,20,1,84,77,39,8,91,3,Kotlin,Get a tech job,WhatsApp,Blockchain App,32226,20274,30,9,4,75,85,2,2,9,6,Medium,Moderate,Medium,Career Switcher
STU-0488,19,Female,Mombasa,Robotics,Diploma,Online,Postgraduate,Unemployed,Installments,Laptop,Good,0,4,73,19,1,57,57,34,2,54,1,JavaScript,Upskill current job,WhatsApp,Web App,26491,18509,0,5,6,114,74,10,7,7,3,Medium,Moderate,Medium,Casual Learner
STU-0489,27,Male,Kajiado,UI/UX Design,Certificate,Physical,Diploma,Self-employed,Full Payment,Laptop,Poor,2.5,14,81,14,6,79,86,23,4,19,1,Dart,Freelance,TikTok,Blockchain App,20197,54803,0,2,3,37,79,9,7,10,10,High,Consistent,Low,Career Switcher
STU-0490,37,Male,Kakamega,Cybersecurity,Certificate,Physical,Degree,Unemployed,Partial Scholarship,Laptop,Excellent,0.7,10,31,19,0,41,45,21,6,10,1,C++,Freelance,Referral,Mobile App,32003,15997,20,9,2,26,46,3,7,4,4,Low,Irregular,High,Struggling Learner
STU-0491,20,Female,Machakos,UI/UX Design,Certificate,Physical,Postgraduate,Self-employed,Partial Scholarship,Smartphone,Good,2.7,5,41,7,7,34,20,38,7,12,1,Python,Freelance,TikTok,Data Dashboard,37099,7901,0,27,4,26,22,4,9,3,10,Low,Irregular,Medium,Struggling Learner
STU-0492,19,Female,Nakuru,Mobile App Development,Certificate,Physical,Degree,Self-employed,Full Payment,Laptop,Average,1.6,7,71,5,0,70,68,39,4,59,1,Dart,Academic research,Referral,Blockchain App,32288,27712,0,10,4,113,64,2,5,5,1,Medium,Moderate,Medium,Casual Learner
STU-0493,33,Female,Meru,Blockchain Development,Bootcamp,Online,Diploma,Unemployed,Full Payment,Laptop,Average,0,10,55,19,1,48,74,34,7,26,4,C++,Freelance,School Visit,Blockchain App,88711,1289,0,16,1,40,64,3,3,8,6,Medium,Moderate,Medium,Casual Learner
STU-0494,40,Female,Machakos,Full Stack JavaScript,Bootcamp,Hybrid,Degree,Self-employed,Full Payment,Laptop,Excellent,1.3,9,87,15,5,71,51,14,9,32,1,JavaScript,Get a tech job,Instagram,AI Model,12593,17407,50,1,2,87,66,2,4,6,2,Medium,Consistent,Medium,Career Switcher
STU-0495,18,Male,Kakamega,Robotics,Diploma,Physical,Diploma,Student,Installments,Laptop,Good,0.5,11,54,18,0,71,75,0,2,59,2,JavaScript,Academic research,Event,Design Prototype,8056,15944,20,16,4,51,70,3,6,8,4,Medium,Irregular,Medium,Casual Learner
STU-0496,40,Male,Kisumu,Data Science,Certificate,Hybrid,Diploma,Employed,Installments,Smartphone,Good,0.6,13,50,12,7,43,57,10,3,52,1,Dart,Get a tech job,WhatsApp,Data Dashboard,12395,10105,50,5,5,96,61,8,6,4,9,Low,Irregular,Medium,Casual Learner
STU-0497,42,Male,Machakos,AI & Machine Learning,Diploma,Physical,Degree,Self-employed,Sponsored,Laptop,Good,0.1,8,80,13,0,59,55,35,13,80,4,Kotlin,Build startup,School Visit,Blockchain App,17472,35028,30,7,7,28,71,2,8,5,2,Medium,Consistent,Low,Career Switcher
STU-0498,22,Male,Machakos,Blockchain Development,Bootcamp,Online,Diploma,Employed,Sponsored,Smartphone,Excellent,1.6,9,49,12,8,59,52,13,5,40,2,C++,Upskill current job,TikTok,Mobile App,45660,38340,30,10,2,76,50,5,7,4,8,Medium,Irregular,Medium,Casual Learner
STU-0499,26,Male,Nairobi,Cloud Computing,Certificate,Physical,Degree,Self-employed,Installments,Smartphone,Average,1.4,17,88,15,1,50,61,42,14,88,2,Java,Build startup,School Visit,IoT Project,47831,4669,30,8,2,81,79,9,8,4,4,Medium,Consistent,Low,Career Switcher
STU-0500,24,Male,Mombasa,UI/UX Design,Certificate,Online,High School,Employed,Sponsored,Laptop,Good,0.8,16,72,11,3,61,52,44,11,20,3,Python,Get a tech job,TikTok,Web App,46578,49422,20,9,5,97,63,9,6,5,4,High,Moderate,Medium,Career Switcher
